domainID,siteID,horizontalPosition,verticalPosition,startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF,publicationDate,release
D02,SERC,000,025,2020-05-01T00:00:00Z,2020-05-01T00:30:00Z,100.41489,100.3965,100.4265,9e-05,180,0.01725,0.00069,0,100.85942,0.01757,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T00:30:00Z,2020-05-01T01:00:00Z,100.4545,100.4165,100.4765,0.00025,180,0.01736,0.00119,0,100.89945,0.01767,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T01:00:00Z,2020-05-01T01:30:00Z,100.49495,100.4365,100.51651,0.00055,180,0.01755,0.00174,0,100.94028,0.01786,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T01:30:00Z,2020-05-01T02:00:00Z,100.52734,100.5065,100.54651,5e-05,180,0.01723,0.00055,0,100.97278,0.01755,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T02:00:00Z,2020-05-01T02:30:00Z,100.55412,100.5065,100.59652,0.00064,180,0.01761,0.00188,0,100.9997,0.01791,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T02:30:00Z,2020-05-01T03:00:00Z,100.50878,100.4865,100.55651,0.00028,180,0.01738,0.00126,0,100.95418,0.01769,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T03:00:00Z,2020-05-01T03:30:00Z,100.51717,100.4865,100.55651,0.00013,180,0.01728,0.00085,0,100.96256,0.01759,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T03:30:00Z,2020-05-01T04:00:00Z,100.48178,100.46651,100.49651,8e-05,180,0.01725,0.00066,0,100.92713,0.01756,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T04:00:00Z,2020-05-01T04:30:00Z,100.47289,100.4365,100.49651,0.00025,180,0.01736,0.00117,0,100.91838,0.01767,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T04:30:00Z,2020-05-01T05:00:00Z,100.45194,100.4265,100.4765,0.00021,180,0.01734,0.00108,0,100.89797,0.01764,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T05:00:00Z,2020-05-01T05:30:00Z,100.42255,100.40649,100.4365,7e-05,180,0.01724,0.00062,0,100.86878,0.01755,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T05:30:00Z,2020-05-01T06:00:00Z,100.41027,100.3965,100.4265,7e-05,180,0.01725,0.00063,0,100.85621,0.01755,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T06:00:00Z,2020-05-01T06:30:00Z,100.40722,100.3865,100.4165,9e-05,180,0.01726,0.00072,0,100.85348,0.01757,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T06:30:00Z,2020-05-01T07:00:00Z,100.38288,100.36649,100.40649,0.00025,180,0.01736,0.00117,0,100.82954,0.01767,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T07:00:00Z,2020-05-01T07:30:00Z,100.3681,100.35649,100.37649,4e-05,180,0.01722,0.00046,0,100.81571,0.01753,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T07:30:00Z,2020-05-01T08:00:00Z,100.37399,100.35649,100.3865,0.00012,180,0.01728,0.00083,0,100.82237,0.01758,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T08:00:00Z,2020-05-01T08:30:00Z,100.34983,100.34649,100.36649,3e-05,180,0.01722,0.00039,0,100.7988,0.01752,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T08:30:00Z,2020-05-01T09:00:00Z,100.35305,100.33649,100.36649,8e-05,180,0.01725,0.00065,0,100.80291,0.01755,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T09:00:00Z,2020-05-01T09:30:00Z,100.36655,100.35649,100.3865,4e-05,180,0.01723,0.00048,0,100.81662,0.01753,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T09:30:00Z,2020-05-01T10:00:00Z,100.39733,100.3865,100.4165,0.00011,180,0.01727,0.00078,0,100.8474,0.01757,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T10:00:00Z,2020-05-01T10:30:00Z,100.44861,100.4165,100.4765,5e-04,180,0.01752,0.00166,0,100.89855,0.01782,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T10:30:00Z,2020-05-01T11:00:00Z,100.47739,100.46651,100.4865,7e-05,180,0.01725,0.00064,0,100.9273,0.01755,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T11:00:00Z,2020-05-01T11:30:00Z,100.47861,100.46651,100.49651,4e-05,180,0.01723,0.00048,0,100.92799,0.01753,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T11:30:00Z,2020-05-01T12:00:00Z,100.51467,100.49651,100.53651,0.00012,180,0.01728,0.00083,0,100.96354,0.01759,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T12:00:00Z,2020-05-01T12:30:00Z,100.53256,100.52651,100.55651,7e-05,180,0.01725,0.00062,0,100.98101,0.01755,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T12:30:00Z,2020-05-01T13:00:00Z,100.57462,100.55651,100.59652,0.00012,180,0.01728,0.00081,0,101.02353,0.01758,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T13:00:00Z,2020-05-01T13:30:00Z,100.62124,100.59652,100.63652,2e-04,180,0.01733,0.00106,0,101.07093,0.01764,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T13:30:00Z,2020-05-01T14:00:00Z,100.64147,100.63652,100.64652,3e-05,180,0.01722,0.00037,0,101.09136,0.01752,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T14:00:00Z,2020-05-01T14:30:00Z,100.64674,100.63652,100.65652,6e-05,180,0.01724,0.00056,0,101.09678,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T14:30:00Z,2020-05-01T15:00:00Z,100.66969,100.65652,100.67652,4e-05,180,0.01723,0.00047,0,101.11972,0.01753,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T15:00:00Z,2020-05-01T15:30:00Z,100.6728,100.66652,100.67652,2e-05,180,0.01722,0.00036,0,101.12245,0.01752,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T15:30:00Z,2020-05-01T16:00:00Z,100.65219,100.63652,100.66652,6e-05,180,0.01724,6e-04,0,101.10074,0.01755,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T16:00:00Z,2020-05-01T16:30:00Z,100.62541,100.60652,100.64652,0.00013,180,0.01728,0.00084,0,101.07299,0.01759,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T16:30:00Z,2020-05-01T17:00:00Z,100.58757,100.56651,100.60652,9e-05,180,0.01726,0.00072,0,101.0333,0.01757,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T17:00:00Z,2020-05-01T17:30:00Z,100.54468,100.52651,100.56651,0.00018,180,0.01732,0.00101,0,100.98828,0.01762,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T17:30:00Z,2020-05-01T18:00:00Z,100.52356,100.5065,100.53651,4e-05,180,0.01722,0.00045,0,100.96566,0.01752,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T18:00:00Z,2020-05-01T18:30:00Z,100.55101,100.53651,100.56651,7e-05,180,0.01725,0.00063,0,100.99264,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T18:30:00Z,2020-05-01T19:00:00Z,100.5694,100.55651,100.58651,0.00014,180,0.01729,0.00088,0,101.01127,0.01758,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T19:00:00Z,2020-05-01T19:30:00Z,100.58962,100.58651,100.59652,2e-05,180,0.01721,0.00035,0,101.03137,0.0175,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T19:30:00Z,2020-05-01T20:00:00Z,100.58496,100.57651,100.59652,2e-05,180,0.01721,0.00031,0,101.02552,0.0175,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T20:00:00Z,2020-05-01T20:30:00Z,100.58962,100.57651,100.60652,1e-04,180,0.01726,0.00073,0,101.02933,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T20:30:00Z,2020-05-01T21:00:00Z,100.62291,100.60652,100.63652,0.00013,180,0.01728,0.00084,0,101.06373,0.01757,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T21:00:00Z,2020-05-01T21:30:00Z,100.65174,100.63652,100.65652,3e-05,180,0.01722,0.00043,0,101.0938,0.01752,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T21:30:00Z,2020-05-01T22:00:00Z,100.67047,100.65652,100.68652,1e-04,180,0.01726,0.00074,0,101.11255,0.01755,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T22:00:00Z,2020-05-01T22:30:00Z,100.70458,100.68652,100.71653,9e-05,180,0.01726,0.00069,0,101.14687,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T22:30:00Z,2020-05-01T23:00:00Z,100.72808,100.71653,100.74653,5e-05,180,0.01723,0.00054,0,101.17145,0.01753,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T23:00:00Z,2020-05-01T23:30:00Z,100.76998,100.73653,100.79653,0.00029,180,0.01739,0.00128,0,101.21481,0.01768,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-01T23:30:00Z,2020-05-02T00:00:00Z,100.81848,100.79653,100.83654,0.00012,180,0.01728,0.00082,0,101.26498,0.01758,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T00:00:00Z,2020-05-02T00:30:00Z,100.84015,100.82653,100.85654,4e-05,180,0.01723,0.00049,0,101.28746,0.01753,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T00:30:00Z,2020-05-02T01:00:00Z,100.88232,100.84654,100.91655,0.00045,180,0.01749,0.00158,0,101.33031,0.01778,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T01:00:00Z,2020-05-02T01:30:00Z,100.94383,100.91655,100.98655,0.00047,180,0.0175,0.00161,0,101.39268,0.0178,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T01:30:00Z,2020-05-02T02:00:00Z,101.00205,100.98655,101.01655,8e-05,180,0.01725,0.00066,0,101.4513,0.01755,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T02:00:00Z,2020-05-02T02:30:00Z,101.02506,101.01655,101.04656,8e-05,180,0.01725,0.00065,0,101.47448,0.01755,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T02:30:00Z,2020-05-02T03:00:00Z,101.05161,101.04656,101.06656,4e-05,180,0.01722,0.00045,0,101.50189,0.01752,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T03:00:00Z,2020-05-02T03:30:00Z,101.08478,101.05656,101.11656,0.00028,180,0.01738,0.00124,0,101.53508,0.01767,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T03:30:00Z,2020-05-02T04:00:00Z,101.12862,101.10657,101.15657,0.00019,180,0.01732,0.00103,0,101.57919,0.01762,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T04:00:00Z,2020-05-02T04:30:00Z,101.17146,101.15657,101.18657,9e-05,180,0.01726,0.00072,0,101.62302,0.01756,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T04:30:00Z,2020-05-02T05:00:00Z,101.19813,101.18657,101.21658,6e-05,180,0.01724,0.00056,0,101.65009,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T05:00:00Z,2020-05-02T05:30:00Z,101.21747,101.20657,101.22657,1e-05,180,0.01721,0.00029,0,101.66983,0.01751,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T05:30:00Z,2020-05-02T06:00:00Z,101.23402,101.22657,101.23658,2e-05,180,0.01721,0.00033,0,101.68693,0.01752,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T06:00:00Z,2020-05-02T06:30:00Z,101.24508,101.23658,101.25657,5e-05,180,0.01723,5e-04,0,101.69864,0.01753,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T06:30:00Z,2020-05-02T07:00:00Z,101.26774,101.25657,101.27658,4e-05,180,0.01723,0.00049,0,101.72178,0.01753,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T07:00:00Z,2020-05-02T07:30:00Z,101.28847,101.27658,101.29658,3e-05,180,0.01722,0.00038,0,101.74305,0.01752,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T07:30:00Z,2020-05-02T08:00:00Z,101.31092,101.29658,101.32658,7e-05,180,0.01725,0.00064,0,101.76605,0.01755,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T08:00:00Z,2020-05-02T08:30:00Z,101.35614,101.32658,101.38659,0.00033,180,0.01741,0.00136,0,101.81187,0.01772,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T08:30:00Z,2020-05-02T09:00:00Z,101.39987,101.38659,101.4266,0.00017,180,0.01731,0.00097,0,101.8565,0.01761,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T09:00:00Z,2020-05-02T09:30:00Z,101.46099,101.4266,101.4866,0.00037,180,0.01744,0.00143,0,101.9185,0.01774,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T09:30:00Z,2020-05-02T10:00:00Z,101.50349,101.4866,101.53661,0.00012,180,0.01728,0.00082,0,101.9616,0.01758,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T10:00:00Z,2020-05-02T10:30:00Z,101.55389,101.53661,101.56661,6e-05,180,0.01724,0.00058,0,102.01275,0.01755,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T10:30:00Z,2020-05-02T11:00:00Z,101.61811,101.57661,101.65662,0.00045,180,0.01749,0.00159,0,102.07716,0.0178,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T11:00:00Z,2020-05-02T11:30:00Z,101.67429,101.65662,101.70662,0.00017,180,0.01731,0.00097,0,102.13295,0.01762,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T11:30:00Z,2020-05-02T12:00:00Z,101.73685,101.70662,101.74663,0.00016,180,0.0173,0.00095,0,102.19501,0.01761,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T12:00:00Z,2020-05-02T12:30:00Z,101.7654,101.74663,101.78663,0.00018,180,0.01731,0.00099,0,102.22167,0.01762,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T12:30:00Z,2020-05-02T13:00:00Z,101.78841,101.77663,101.79663,6e-05,180,0.01724,0.00058,0,102.24223,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T13:00:00Z,2020-05-02T13:30:00Z,101.8123,101.79663,101.82663,7e-05,180,0.01725,0.00064,0,102.26408,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T13:30:00Z,2020-05-02T14:00:00Z,101.83452,101.82663,101.83663,2e-05,180,0.01721,0.00031,0,102.28382,0.0175,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T14:00:00Z,2020-05-02T14:30:00Z,101.83713,101.83663,101.84664,0,180,0.0172,0.00016,0,102.28519,0.01749,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T14:30:00Z,2020-05-02T15:00:00Z,101.8378,101.83663,101.84664,1e-05,180,0.01721,0.00024,0,102.2847,0.01749,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T15:00:00Z,2020-05-02T15:30:00Z,101.8423,101.83663,101.84664,2e-05,180,0.01722,0.00037,0,102.28824,0.0175,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T15:30:00Z,2020-05-02T16:00:00Z,101.81258,101.79663,101.83663,0.00016,180,0.0173,0.00093,0,102.25728,0.01758,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T16:00:00Z,2020-05-02T16:30:00Z,101.78602,101.77663,101.79663,5e-05,180,0.01723,0.00055,0,102.22948,0.01751,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T16:30:00Z,2020-05-02T17:00:00Z,101.75263,101.72662,101.77663,4e-04,180,0.01745,0.00148,0,102.19451,0.01773,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T17:00:00Z,2020-05-02T17:30:00Z,101.71107,101.69662,101.72662,0.00014,180,0.01729,0.00089,0,102.15275,0.01757,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T17:30:00Z,2020-05-02T18:00:00Z,101.69468,101.67662,101.70662,0.00012,180,0.01728,0.00082,0,102.1355,0.01755,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T18:00:00Z,2020-05-02T18:30:00Z,101.65073,101.62661,101.67662,0.00025,180,0.01736,0.00118,0,102.09141,0.01763,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T18:30:00Z,2020-05-02T19:00:00Z,101.61695,101.59661,101.63662,1e-04,180,0.01726,0.00074,0,102.05704,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T19:00:00Z,2020-05-02T19:30:00Z,101.56133,101.52661,101.59661,0.00044,180,0.01748,0.00156,0,101.99997,0.01775,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T19:30:00Z,2020-05-02T20:00:00Z,101.50749,101.4866,101.52661,0.00019,180,0.01732,0.00102,0,101.94617,0.01759,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T20:00:00Z,2020-05-02T20:30:00Z,101.4716,101.4566,101.4966,8e-05,180,0.01725,0.00067,0,101.91037,0.01752,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T20:30:00Z,2020-05-02T21:00:00Z,101.45854,101.4466,101.4666,2e-05,180,0.01722,0.00036,0,101.89764,0.01749,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T21:00:00Z,2020-05-02T21:30:00Z,101.43748,101.41659,101.4466,5e-05,180,0.01723,0.00052,0,101.87728,0.01751,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T21:30:00Z,2020-05-02T22:00:00Z,101.41637,101.40659,101.4266,2e-05,180,0.01721,0.00032,0,101.85878,0.0175,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T22:00:00Z,2020-05-02T22:30:00Z,101.37031,101.34659,101.41659,0.00034,180,0.01742,0.00137,0,101.81313,0.0177,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T22:30:00Z,2020-05-02T23:00:00Z,101.32575,101.31659,101.33658,2e-05,180,0.01722,0.00037,0,101.76899,0.01751,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T23:00:00Z,2020-05-02T23:30:00Z,101.33047,101.31659,101.33658,3e-05,180,0.01722,4e-04,0,101.77457,0.01751,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-02T23:30:00Z,2020-05-03T00:00:00Z,101.33081,101.31659,101.34659,7e-05,180,0.01724,0.00062,0,101.77604,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T00:00:00Z,2020-05-03T00:30:00Z,101.33775,101.32658,101.34659,6e-05,180,0.01724,0.00059,0,101.78443,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T00:30:00Z,2020-05-03T01:00:00Z,101.34414,101.31659,101.35659,2e-04,180,0.01733,0.00105,0,101.79173,0.01762,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T01:00:00Z,2020-05-03T01:30:00Z,101.36175,101.34659,101.36659,3e-05,180,0.01722,0.00039,0,101.81048,0.01752,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T01:30:00Z,2020-05-03T02:00:00Z,101.36637,101.34659,101.37659,7e-05,180,0.01724,0.00062,0,101.81599,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T02:00:00Z,2020-05-03T02:30:00Z,101.33192,101.31659,101.35659,0.00015,180,0.01729,9e-04,0,101.782,0.01759,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T02:30:00Z,2020-05-03T03:00:00Z,101.30792,101.28658,101.32658,0.00013,180,0.01728,0.00085,0,101.75848,0.01759,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T03:00:00Z,2020-05-03T03:30:00Z,101.2828,101.26658,101.29658,5e-05,180,0.01723,0.00053,0,101.73345,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T03:30:00Z,2020-05-03T04:00:00Z,101.25597,101.23658,101.27658,0.00018,180,0.01731,0.00099,0,101.70701,0.01761,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T04:00:00Z,2020-05-03T04:30:00Z,101.22102,101.19657,101.23658,0.00015,180,0.0173,0.00092,0,101.67207,0.0176,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T04:30:00Z,2020-05-03T05:00:00Z,101.17062,101.14657,101.19657,3e-04,180,0.0174,0.0013,0,101.62091,0.0177,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T05:00:00Z,2020-05-03T05:30:00Z,101.12007,101.08656,101.14657,0.00031,180,0.0174,0.00131,0,101.56949,0.0177,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T05:30:00Z,2020-05-03T06:00:00Z,101.05806,101.01655,101.09656,0.00041,180,0.01746,0.00151,0,101.5066,0.01777,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T06:00:00Z,2020-05-03T06:30:00Z,100.98094,100.93654,101.01655,0.00055,180,0.01755,0.00175,0,101.42883,0.01785,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T06:30:00Z,2020-05-03T07:00:00Z,100.90938,100.88654,100.94655,0.00034,180,0.01742,0.00138,0,101.35671,0.01772,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T07:00:00Z,2020-05-03T07:30:00Z,100.90493,100.89655,100.91655,2e-05,180,0.01721,0.00031,0,101.35206,0.01751,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T07:30:00Z,2020-05-03T08:00:00Z,100.89416,100.88654,100.90654,6e-05,180,0.01724,0.00058,0,101.34109,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T08:00:00Z,2020-05-03T08:30:00Z,100.88104,100.86654,100.89655,8e-05,180,0.01725,0.00066,0,101.32788,0.01755,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T08:30:00Z,2020-05-03T09:00:00Z,100.8556,100.84654,100.87654,7e-05,180,0.01724,0.00061,0,101.30212,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T09:00:00Z,2020-05-03T09:30:00Z,100.85687,100.84654,100.86654,3e-05,180,0.01722,0.00039,0,101.30288,0.01752,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T09:30:00Z,2020-05-03T10:00:00Z,100.87715,100.85654,100.94655,0.00046,180,0.0175,0.0016,0,101.32322,0.0178,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T10:00:00Z,2020-05-03T10:30:00Z,100.94582,100.93654,100.95655,3e-05,180,0.01722,0.00042,0,101.39225,0.01752,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T10:30:00Z,2020-05-03T11:00:00Z,100.95961,100.93654,100.97655,0.00011,180,0.01727,0.00077,0,101.40636,0.01757,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T11:00:00Z,2020-05-03T11:30:00Z,100.97355,100.95655,100.99655,0.00012,180,0.01728,0.00081,0,101.42058,0.01758,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T11:30:00Z,2020-05-03T12:00:00Z,100.98166,100.96655,100.99655,9e-05,180,0.01726,7e-04,0,101.42864,0.01756,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T12:00:00Z,2020-05-03T12:30:00Z,100.98255,100.95655,100.99655,0.00014,180,0.01729,0.00087,0,101.42917,0.01759,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T12:30:00Z,2020-05-03T13:00:00Z,100.99761,100.97655,101.01655,8e-05,180,0.01725,0.00068,0,101.44388,0.01756,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T13:00:00Z,2020-05-03T13:30:00Z,100.96361,100.94655,100.98655,9e-05,180,0.01726,0.00071,0,101.40947,0.01757,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T13:30:00Z,2020-05-03T14:00:00Z,100.9536,100.93654,100.97655,1e-04,180,0.01726,0.00073,0,101.39884,0.01757,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T14:00:00Z,2020-05-03T14:30:00Z,100.9541,100.93654,100.97655,1e-04,180,0.01727,0.00076,0,101.39905,0.01758,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T14:30:00Z,2020-05-03T15:00:00Z,100.97838,100.95655,101.01655,0.00015,180,0.0173,0.00093,0,101.42333,0.01761,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T15:00:00Z,2020-05-03T15:30:00Z,101.01333,101.00655,101.02656,3e-05,180,0.01722,0.00041,0,101.45824,0.01754,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T15:30:00Z,2020-05-03T16:00:00Z,100.98983,100.94655,101.00655,0.00021,180,0.01734,0.00108,0,101.43459,0.01765,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T16:00:00Z,2020-05-03T16:30:00Z,100.91593,100.89655,100.93654,6e-05,180,0.01724,0.00059,0,101.35923,0.01756,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T16:30:00Z,2020-05-03T17:00:00Z,100.8751,100.85654,100.89655,0.00019,180,0.01732,0.00102,0,101.31613,0.01764,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T17:00:00Z,2020-05-03T17:30:00Z,100.84793,100.81654,100.86654,3e-04,180,0.01739,0.00129,0,101.28804,0.01772,0,20200704T011649Z,RELEASE-2021
D02,SERC,000,025,2020-05-03T17:30:00Z,2020-05-03T18:00:00Z,100.81015,100.79653,100.82653,0.00011,180,0.01727,0.00077,0,101.24875,0.0176,0,20200704T011649Z,RELEASE-2021
